ID,SB05,SB06,SB07,SB08,SB09,SB10,SB10,SB12,SB13,SB14,SB15,AVG,SD
3460000,,,,,,,,,,,,,
3504000,,,,,,,,,,,,,
344894205,,,,,,,,,,,,,
3505550,,,,,,,,,,,,,
2143040,,,,,,,,,,,,,
3455500,,,,,,,,,,,,,
345577330,,,,,,,,,,,,,
3456100,,,,,,,,,,,,,
2140991,,,,,,,,,,,,,
3463300,,,,,,,,,,,,,
2111180,,,,,,,,,,,,,
2149000,,,,,,,,,,,,,
3441000,,,,,,,,,,,,,
3450000,,,,,,,,,,,,,
351706800,,,,,,,,,,,,,
211139110,,,,,,,,,,,,,
3512000,,,,,,,,,,,,,
2150495,,,,,,,,,,,,,
3456500,,,,,,,,,,,,,
2111000,,,,,,,,,,,,,
3508050,,,,,,,,,,,,,
2111500,,,,,,,,,,,,,
3439000,,,,,,,,,,,,,
2137727,,,,,,,,,,,,,
2112000,,,,,,,,,,,,,
3513000,,,,,,,,,,,,,
3456991,,,,,,,,,,,,,
3510577,,,,,,,,,,,,,
3453000,,,,,,,,,,,,,
2112250,,,,,,,,,,,,,
3500240,,,,,,,,,,,,,
3550000,,,,,,,,,,,,,
3500000,,,,,,,,,,,,,
3503000,,,,,,,,,,,,,
3443000,,,,,,,,,,,,,
2115360,,,,,,,,,,,,,
3460795,,,,,,,,,,,,,
3479000,,,,,,,,,,,,,
3161000,,,,,,,,,,,,,
2152100,,,,,,,,,,,,,
2077200,,,,,,,,,,,,,
2077303,,,,,,,,,,,,,
2077670,,,,,,,,,,,,,
2152474,,,,,,,,,,,,,
2096846,,,,,,,,,,,,,
2068500,,,,,,,,,,,,,
2081500,,,,,,,,,,,,,
2142000,,,,,,,,,,,,,
2070500,,,,,,,,,,,,,
2097464,,,,,,,,,,,,,
2101800,,,,,,,,,,,,,
212419274,,,,,,,,,,,,,
2069000,,,,,,,,,,,,,
2118500,,,,,,,,,,,,,
208521324,,,,,,,,,,,,,
2143000,,,,,,,,,,,,,
2086500,,,,,,,,,,,,,
2085500,,,,,,,,,,,,,
2071000,,,,,,,,,,,,,
2128000,,,,,,,,,,,,,
2118000,,,,,,,,,,,,,
2133500,,,,,,,,,,,,,
2081747,,,,,,,,,,,,,
208524975,,,,,,,,,,,,,
2120780,,,,,,,,,,,,,
2151500,,,,,,,,,,,,,
2074000,,,,,,,,,,,,,
2086624,,,,,,,,,,,,,
2143500,,,,,,,,,,,,,
214269560,,,,,,,,,,,,,
2101726,,,,,,,,,,,,,
2114450,,,,,,,,,,,,,
208524090,,,,,,,,,,,,,